Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kenya,KEN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.748,3.7478,3.9132,4.0535,4.0926,4.0291,4.5861,4.9049,4.9071,4.8461,5.1974,5.1661,4.8394,4.5202,5.2358,5.3826,6.0119,6.254,6.2208,6.5657,6.4657,6.2161,6.2952,6.1898,6.2837,6.7174,7.3966,7.1128,7.7807,7.986,8.9051,8.2508,8.0077,7.2293,8.0503,9.0238,10.0525,10.0522,10.6119,12.5109,13.5505,13.9848,12.9883,14.3379,16.3981,17.7396,19.2303,19.9388,19.1136,19.4135,19.2085,21.4878,21.3896,21.7337,0.0
